,ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Clusters
311,315,20746,0,4,1,1,4
312,316,61455,0,4,1,1,4
313,317,714717,0,5,1,1,1
314,318,179559,0,3,1,1,0
315,319,119977,2556,1,1,1,4
316,320,16928,0,1,1,1,4
317,321,65316,0,1,1,1,4
318,322,766419,0,1,1,1,1
319,323,52060,0,1,1,1,4
320,324,84700,0,3,1,1,4
321,325,205523,0,3,1,1,0
322,326,20457,0,4,1,1,4
323,327,278727,0,1,1,1,0
324,328,50325,0,3,1,1,4
325,329,455228,0,1,1,1,0
326,330,73849,0,2,1,1,4
327,331,388455,0,5,1,1,0
328,332,138999,0,5,1,1,4
329,333,65573,0,1,1,1,4
330,334,172288,0,5,1,1,4
331,335,47958,0,1,1,1,4
332,337,133002,0,3,1,1,4
333,338,42363,0,1,1,1,4
334,339,133370,0,4,1,1,4
335,340,278457,6727,4,1,1,0
336,341,105166,1374,4,1,1,4
337,342,34956,0,1,1,1,4
338,343,46963,0,1,1,1,4
339,344,55788,0,3,1,1,4
340,345,174910,0,4,1,1,4
341,346,13812,0,2,1,1,4
342,347,38718,0,1,1,1,4
343,348,112501,0,1,1,2,4
344,349,54005,0,1,1,1,4
345,350,66863,0,4,1,1,4
346,351,93045,0,3,1,1,4
347,352,197328,0,5,1,1,0
348,353,151301,0,4,1,1,4
349,354,87938,0,1,1,1,4
350,355,15283,0,1,1,1,4
351,356,105423,0,3,1,1,4
352,357,312512,0,1,1,1,0
353,358,13680,0,1,1,1,4
354,359,41279,0,3,1,1,4
355,360,25313,0,2,1,1,4
356,361,148691,0,1,1,1,4
357,362,224081,0,4,1,1,0
358,363,51088,0,1,1,1,4
359,364,95305,0,1,1,1,4
360,365,22080,0,1,1,1,4
361,366,11660,0,1,1,1,4
362,367,222227,0,4,1,1,0
363,368,16200,0,1,1,1,4
364,369,38227,0,2,1,1,4
365,370,80214,0,1,1,1,4
366,371,53985,0,1,1,1,4
367,372,14414,0,1,1,1,4
368,373,44457,0,1,1,1,4
369,374,161813,0,5,1,1,4
370,375,138020,0,1,1,1,4
371,376,107707,0,3,1,1,4
372,377,95656,0,5,1,1,4
373,378,149678,0,1,1,1,4
374,379,15113,0,2,1,1,4
375,380,231,0,1,1,1,4
376,381,22380,0,1,1,1,4
377,382,146263,0,3,1,1,4
378,383,24598,0,1,1,1,4
379,384,76150,0,4,1,1,4
380,385,377252,0,5,1,1,0
381,386,167670,0,1,3,1,0
382,387,86853,0,4,1,1,4
383,388,479989,0,4,1,1,1
384,389,28193,0,5,1,4,4
385,390,67086,0,3,1,1,4
386,391,35969,0,2,1,1,4
387,393,53790,0,4,1,1,4
388,394,198859,0,3,1,1,0
389,395,91939,0,1,1,1,4
390,396,88449,0,2,1,1,4
391,397,54842,0,3,1,1,4
392,398,11189,0,1,2,1,4
393,399,16999,0,1,1,1,4
394,400,114713,0,1,1,1,4
395,401,1612,0,1,1,1,4
396,402,97763,0,1,1,1,4
397,403,15129,0,1,1,1,4
398,404,15669,0,1,1,1,4
399,405,26720,0,1,1,1,4
400,406,205292,0,2,1,1,0
401,407,56635,0,1,1,1,4
402,408,127297,0,2,1,1,4
403,409,8927,0,1,1,1,4
404,410,507506,1952,5,1,1,1
405,411,145723,0,5,1,1,4
406,412,6458,0,1,1,1,4
407,413,267640,0,1,1,1,0
408,414,5581,0,1,1,1,4
409,415,10732,0,1,1,1,4
410,416,620498,0,5,1,1,1
411,417,68963,0,4,1,1,4
412,418,109640,0,4,1,1,4
413,419,225802,0,5,1,1,0
414,420,58452,0,1,1,1,4
415,421,109087,0,2,1,1,4
416,422,68286,0,3,1,1,4
417,423,68464,0,1,1,1,4
418,424,131960,2000,3,1,1,4
419,425,199956,1178,1,1,1,0
420,426,529886,7210,1,1,1,1
421,427,23529,0,1,1,1,4
422,428,190295,0,4,1,1,0
423,429,21083,0,5,1,1,4
424,430,117860,0,5,1,1,4
425,431,118844,0,4,1,1,4
426,432,60493,0,1,1,1,4
427,433,491987,0,5,1,1,1
428,434,87692,0,1,1,1,4
429,435,78028,0,4,1,1,4
430,436,251286,0,1,1,1,0
431,437,17575,0,1,1,1,4
432,438,50431,0,1,1,1,4
433,439,153597,0,5,1,1,4
434,440,74579,0,1,1,1,4
435,441,2494,0,1,1,1,4
436,442,96031,0,4,1,1,4
437,443,353678,0,4,1,1,0
438,444,50052,0,4,1,1,4
439,445,13381,0,1,1,1,4
440,446,25123,0,1,1,1,4
441,447,132555,0,3,1,1,4
442,448,14528,0,1,1,1,4
443,449,24038,0,2,1,1,4
444,450,192104,0,3,1,1,0
445,451,106773,0,1,1,1,4
446,452,229397,0,3,1,1,0
447,453,14732,0,1,1,1,4
448,454,383129,0,3,1,1,0
449,455,11431,0,1,1,1,4
450,456,175461,0,4,1,1,0
451,457,52953,0,1,1,1,4
452,458,182291,0,3,1,1,0
453,459,198317,0,5,1,1,0
454,460,49053,0,1,1,1,4
455,461,22772,0,1,1,1,4
456,462,34170,0,3,1,1,4
457,463,158483,0,2,1,1,0
458,464,43285,0,4,1,1,4
459,465,52980,0,3,1,1,4
460,466,74342,0,1,1,1,4
461,467,139849,0,3,1,1,4
462,468,26080,0,2,1,1,4
463,469,29469,0,1,1,1,4
464,470,189252,0,1,1,1,0
465,471,382546,0,5,1,1,0
466,472,1113394,2015,5,1,1,2
467,473,459681,0,5,1,1,0
468,474,83590,0,1,1,1,4
469,475,82528,0,1,1,1,4
470,476,5600,0,1,1,1,4
471,477,743745,2066,1,1,1,1
472,478,43954,0,5,1,1,4
473,479,52005,0,3,1,1,4
474,480,45494,0,1,1,1,4
475,481,171509,0,3,1,1,0
476,482,235947,0,1,1,1,0
477,483,153108,0,4,1,1,4
478,484,260261,0,4,1,1,0
479,485,80223,0,3,1,1,4
480,486,38716,0,2,1,1,4
481,487,1125076,0,3,1,1,2
482,488,10954,500,1,1,1,4
483,489,97099,0,1,1,1,4
484,490,62396,2128,1,1,1,4
485,491,40645,0,3,1,1,4
486,492,82655,0,5,1,1,4
487,493,84035,0,1,1,1,4
488,494,1199220,2919,1,1,1,2
489,495,86345,0,3,1,1,4
490,496,2701,0,1,1,1,4
491,497,46874,0,1,1,1,4
492,498,10879,0,5,1,1,4
493,499,12742,0,1,1,1,4
494,500,122904,0,4,1,1,4
495,501,10994,0,1,1,1,4
496,502,2318,0,2,1,1,4
497,503,11070,0,1,1,1,4
498,504,21921,0,1,1,1,4
499,505,162521,0,5,1,1,4
500,506,207545,0,1,1,1,0
501,507,86112,0,4,1,1,4
502,508,18328,0,1,1,1,4
503,509,217557,0,5,1,1,0
504,510,11504,0,1,1,1,4
505,511,143200,0,5,1,1,4
506,512,160703,0,4,1,1,4
507,513,910,0,1,1,1,4
508,514,94105,0,1,1,1,4
509,515,18422,0,1,1,1,4
510,516,889456,1024,5,1,1,3
511,517,9800,589,1,1,1,4
512,518,148318,0,4,1,1,4
513,519,26149,0,1,1,1,4
514,520,76933,0,4,1,1,4
515,521,346178,0,5,1,1,0
516,522,22878,0,1,1,1,4
517,523,66741,2880,5,1,1,4
518,524,134060,0,4,1,1,4
519,525,3305,0,1,1,1,4
520,526,28930,0,1,1,1,4
521,527,208519,0,1,1,1,0
522,528,58951,0,4,1,1,4
523,529,25395,0,1,1,1,4
524,530,109248,0,1,1,1,4
525,531,43387,0,1,1,1,4
526,532,52423,0,4,1,1,4
527,533,26858,500,4,1,1,4
528,534,5410,0,4,1,1,4
529,535,18177,0,3,1,1,4
530,536,413509,0,1,1,1,0
531,537,98472,1776,5,1,1,4
532,538,86520,3445,5,1,1,4
533,539,16648,0,1,1,1,4
534,540,267404,0,5,1,1,0
535,541,31478,0,3,1,1,4
536,542,17445,0,1,1,1,4
537,543,49052,0,4,1,1,4
538,544,21689,0,1,1,1,4
539,545,18302,0,1,1,1,4
540,546,26220,0,1,1,1,4
541,547,59552,0,1,1,1,4
542,548,34962,0,1,1,1,4
543,549,16153,0,1,1,1,4
544,550,28931,0,1,1,1,4
545,551,202636,0,1,1,1,0
546,552,153962,0,5,1,1,4
547,553,63311,0,4,1,1,4
548,554,8561,0,1,1,1,4
549,555,256219,0,3,1,1,0
550,556,122700,0,3,1,1,4
551,557,81419,0,2,1,1,4
552,558,13873,0,1,1,1,4
553,559,148,0,1,1,1,4
554,560,178919,0,3,1,1,0
555,562,19702,0,1,1,1,4
556,563,18820,0,1,1,1,4
557,564,213849,0,1,1,1,0
558,565,28077,0,1,1,1,4
559,566,4528,0,1,1,1,4
560,567,40418,0,3,1,1,4
561,568,380930,0,2,2,1,0
562,569,176849,0,1,1,1,0
563,570,71235,0,4,1,1,4
564,571,76446,0,5,1,1,4
565,572,148915,0,3,1,1,4
566,573,65034,0,3,1,1,4
567,574,35738,0,4,1,1,4
568,575,313,0,1,1,1,4
569,576,55703,0,1,1,1,4
570,577,11613,0,1,1,1,4
571,578,65672,0,4,1,1,4
572,579,84785,0,1,1,1,4
573,580,30592,862,1,1,1,4
574,581,99293,0,5,1,1,4
575,582,51830,0,1,1,1,4
576,583,20126,0,5,1,1,4
577,584,3294,0,1,1,1,4
578,585,11143,0,1,1,1,4
579,586,8250,0,1,1,1,4
580,587,117670,0,5,1,1,4
581,588,49454,0,2,1,1,4
582,589,58421,0,1,1,1,4
583,590,33443,0,1,1,1,4
584,591,13886,0,1,1,1,4
585,592,15349,0,1,1,1,4
586,593,78712,0,1,1,1,4
587,594,89742,0,4,1,1,4
588,595,31311,0,1,1,1,4
589,596,133445,8264,1,1,1,4
590,597,136161,0,1,1,1,4
591,599,9998,0,1,1,1,4
592,600,37904,0,3,1,1,4
593,601,41243,0,4,1,1,4
594,602,54011,1604,3,1,1,4
595,603,5351,0,1,1,1,4
596,604,23334,0,1,1,1,4
597,605,11255,0,1,1,1,4
598,606,48127,0,4,1,1,4
599,607,329497,0,5,1,1,0
600,608,158895,0,4,1,1,4
601,609,34540,0,4,1,1,4
602,610,117623,0,5,1,1,4
603,611,126409,0,4,1,1,4
604,612,112843,0,3,1,1,4
605,613,117240,0,1,1,1,4
606,614,7216,0,3,1,1,4
607,615,26412,0,1,1,1,4
608,616,427528,0,4,1,1,0
609,617,1846,0,1,1,1,4
610,618,45830,0,2,1,1,4
611,619,179042,0,1,1,1,0
612,620,41487,500,1,1,1,4
613,621,39601,0,1,1,1,4
614,622,46142,0,3,1,1,4
615,623,110277,0,4,1,1,4
616,625,122928,0,3,1,1,4
617,626,146599,0,3,1,1,4
618,627,338656,0,4,1,1,0
619,628,54125,0,4,1,1,4
620,629,29861,0,4,1,1,4
621,630,126148,0,2,1,1,4
622,631,62080,2975,2,1,1,4
623,632,175131,0,5,1,1,0
624,633,365918,0,5,1,1,0
625,634,105547,0,3,1,1,4
626,635,67615,0,3,1,1,4
627,636,33554,0,4,1,1,4
628,637,163083,0,1,1,1,0
629,638,747983,0,4,1,1,1
630,639,415070,588,5,1,1,0
631,640,18111,0,1,1,1,4
632,641,41526,0,1,1,1,4
633,642,38021,0,1,1,1,4
634,643,17500,0,1,1,1,4
635,644,5906,0,1,1,1,4
636,645,70133,0,2,1,1,4
637,646,32010,0,1,1,1,4
638,647,82605,0,3,1,1,4
639,648,77285,0,5,1,1,4
640,649,15219,0,1,1,1,4
641,650,54889,0,2,1,1,4
642,651,8910,0,1,1,1,4
643,652,49891,0,1,1,1,4
644,653,10484,0,1,1,1,4
645,654,15496,0,1,1,1,4
646,655,16714,0,1,1,1,4
647,656,25835,0,3,1,1,4
648,657,3487,0,1,1,1,4
649,658,347096,0,1,1,1,0
650,659,155962,1199,3,1,1,4
651,660,160572,0,1,1,1,0
652,661,257068,2586,1,1,1,0
653,662,48410,0,4,1,1,4
654,663,33269,0,1,1,1,4
655,664,25685,0,1,1,1,4
656,665,50500,0,1,1,1,4
657,666,97486,0,3,1,1,4
658,667,323459,0,1,1,1,0
659,668,11821,0,1,1,1,4
660,669,37039,0,4,1,1,4
661,670,28306,0,1,1,1,4
662,671,109532,0,5,1,1,4
663,672,91974,0,3,1,1,4
664,673,65823,0,4,1,1,4
665,675,104824,0,3,1,1,4
666,676,16061,0,1,1,1,4
667,677,55237,0,2,1,1,4
668,678,10491,0,1,1,1,4
669,679,192334,0,4,1,1,0
670,680,45501,0,4,1,1,4
671,681,18661,0,1,1,1,4
672,682,89668,0,4,1,1,4
673,683,53327,0,1,1,1,4
674,684,133143,0,4,1,1,4
675,685,22268,0,3,1,1,4
676,686,26556,3490,1,1,1,4
677,687,9601,0,3,1,1,4
678,688,280561,0,3,1,1,0
679,689,146248,0,1,1,1,4
680,690,9483,0,1,1,1,4
681,691,119082,5051,1,1,1,4
682,692,232171,0,3,1,1,0
683,693,369816,1745,4,1,1,0
684,694,37381,0,1,1,1,4
685,695,173543,0,5,1,1,4
686,696,31211,0,1,1,1,4
687,697,47780,0,5,1,1,4
688,698,79479,0,3,1,1,4
689,699,81960,0,4,1,1,4
690,700,20162,0,1,1,1,4
691,701,105683,0,4,1,1,4
692,702,234327,0,4,1,1,0
693,703,463494,0,3,1,1,0
694,704,17334,0,1,1,1,4
695,705,57909,0,1,1,1,4
696,706,17949,0,1,1,1,4
697,707,529477,0,2,1,1,1
698,708,71543,0,1,1,1,4
699,709,111897,0,3,1,1,4
700,710,61598,0,1,1,1,4
701,711,417875,0,4,1,1,0
702,712,340874,0,5,1,1,0
703,713,32774,0,1,1,1,4
704,714,242910,1115,5,1,1,0
705,715,137843,0,4,1,1,4
706,716,30530,0,1,1,1,4
707,717,30973,0,1,1,1,4
708,718,238749,0,1,1,1,0
709,719,16803,0,1,1,1,4
710,720,23553,810,1,1,1,4
711,721,48161,0,4,1,1,4
712,722,21616,0,1,1,1,4
713,723,13114,0,2,1,1,4
714,724,117120,0,4,1,1,4
715,725,52987,0,3,1,1,4
716,726,150176,0,4,1,1,4
717,727,19002,0,3,1,1,4
718,728,60976,0,5,1,1,4
719,729,50675,0,1,1,1,4
720,730,65466,0,2,1,1,4
721,731,64280,0,3,1,1,4
722,732,14523,0,1,1,1,4
723,733,384470,0,3,1,1,0
724,734,9157,0,1,1,1,4
725,735,151904,733,5,1,1,4
726,736,13781,0,4,1,1,4
727,737,40567,0,3,1,1,4
728,738,43090,0,3,1,1,4
729,739,1875,0,1,1,1,4
730,740,126555,0,4,1,1,4
731,741,16472,0,4,1,1,4
732,742,21270,0,1,1,1,4
733,743,33410,0,1,1,1,4
734,744,15750,0,1,1,1,4
735,745,104665,0,2,1,1,4
736,746,86285,0,5,1,1,4
737,747,41967,0,1,1,1,4
738,748,35026,0,1,1,1,4
739,749,138411,0,5,1,1,4
740,750,127693,0,3,1,1,4
741,751,52050,0,4,1,1,4
742,752,37162,0,1,1,1,4
743,753,440265,4081,1,1,1,0
744,754,66572,0,2,1,1,4
745,755,237093,0,4,1,1,0
746,756,79561,0,1,1,1,4
747,757,131528,0,2,1,1,4
748,758,11820,0,1,1,1,4
749,759,20810,0,1,1,1,4
750,760,189423,0,5,1,1,0
751,761,96477,0,1,1,1,4
752,762,106471,0,1,1,1,4
753,763,33374,0,3,1,1,4
754,764,210018,0,4,1,1,0
755,765,26740,0,1,1,1,4
756,766,244216,0,4,1,1,0
757,767,76737,0,4,1,1,4
758,768,20999,0,3,1,1,4
759,769,43179,0,3,1,1,4
760,770,119214,0,2,1,1,4
761,771,14988,0,1,1,1,4
762,772,21334,0,1,1,1,4
763,773,104307,0,4,1,1,4
764,774,34357,0,5,1,1,4
765,775,231437,0,3,1,1,0
766,776,14662,0,1,1,1,4
767,777,13144,0,3,1,1,4
768,778,10978,0,3,1,1,4
769,779,150698,0,4,1,1,4
770,780,18035,0,1,1,1,4
771,781,194604,0,2,1,1,0
772,782,117852,2376,1,1,1,4
773,783,32356,0,3,1,1,4
774,784,44247,948,4,1,1,4
775,785,23431,0,1,1,1,4
776,786,37773,0,2,1,1,4
777,787,245758,0,1,1,1,0
778,788,63587,0,1,1,1,4
779,789,15088,0,1,1,1,4
780,790,152539,0,5,1,1,4
781,791,333500,0,5,1,1,0
782,792,15064,0,1,1,1,4
783,793,19032,0,1,1,1,4
784,794,66434,0,3,1,1,4
785,795,146097,0,2,1,1,4
786,796,8207,0,1,1,1,4
787,797,293648,0,3,1,1,0
788,798,147472,0,3,1,1,4
789,799,103993,0,3,1,1,4
790,800,34651,0,1,1,1,4
791,801,102339,0,4,1,1,4
792,802,149167,0,4,1,1,4
793,803,105249,0,4,1,1,4
794,804,55610,0,1,2,1,4
795,805,70391,0,1,1,1,4
796,806,74645,0,4,1,1,4
797,807,26939,0,4,1,1,4
798,808,207655,500,5,1,1,0
799,809,7421,0,1,1,1,4
800,810,74924,6286,4,1,1,4
801,811,17599,0,1,1,1,4
802,812,5594,0,1,1,1,4
803,813,66122,0,3,1,1,4
804,814,12024,0,1,1,1,4
805,815,42044,2253,3,1,1,4
806,816,83105,0,4,1,1,4
807,817,152063,0,4,1,1,4
808,818,59546,0,3,1,1,4
809,819,1258,0,1,1,1,4
810,820,75181,0,1,1,1,4
811,821,68255,0,3,1,1,4
812,822,58229,0,5,1,1,4
813,823,97349,0,4,1,1,4
814,824,131424,0,5,1,1,4
815,825,24011,0,2,1,1,4
